time,open,high,low,close,Volume
2023/10/11,148.71,149.32,148.42,149.16,315968
2023/10/12,149.16,149.83,148.95,149.8,307917
2023/10/13,149.8,149.83,149.45,149.55,291646
2023/10/16,149.32,149.76,149.3,149.51,225124
2023/10/17,149.51,149.85,148.74,149.8,261565
2023/10/18,149.8,149.94,149.48,149.92,235785
2023/10/19,149.92,149.96,149.66,149.78,296909
2023/10/20,149.78,149.99,149.61,149.83,241643
2023/10/23,149.81,149.99,149.55,149.7,193090
2023/10/24,149.7,149.93,149.32,149.91,229909
2023/10/25,149.91,150.32,149.79,150.19,198090
2023/10/26,150.19,150.78,149.82,150.36,301893
2023/10/27,150.36,150.41,149.46,149.59,236172
2023/10/30,149.48,149.85,148.8,149.05,219006
2023/10/31,149.05,151.72,149,151.67,351549
2023/11/1,151.67,151.69,150.66,150.95,294828
2023/11/2,150.95,150.95,149.84,150.4,259563
2023/11/3,150.4,150.52,149.19,149.33,256600
2023/11/6,149.32,150.08,149.32,150.07,199630
2023/11/7,150.07,150.69,149.93,150.31,203049
2023/11/8,150.31,151.06,150.3,150.97,214042
2023/11/9,150.97,151.39,150.77,151.34,249483
2023/11/10,151.34,151.6,151.22,151.48,201388
2023/11/13,151.44,151.91,151.2,151.72,181201
2023/11/14,151.72,151.79,150.15,150.38,251655
2023/11/15,150.38,151.42,150.04,151.32,249096
2023/11/16,151.32,151.43,150.29,150.72,215271
2023/11/17,150.72,150.77,149.19,149.5,260632
2023/11/20,149.5,149.99,148.1,148.36,303634
2023/11/21,148.36,148.59,147.15,148.38,330602
2023/11/22,148.38,149.75,148.02,149.53,299815
2023/11/23,149.53,149.69,148.89,149.54,160193
2023/11/24,149.54,149.71,149.19,149.4,179985
2023/11/27,149.4,149.67,148.54,148.67,273326
2023/11/28,148.67,148.83,147.32,147.47,340962
2023/11/29,147.47,147.91,146.67,147.24,402382
2023/11/30,147.24,148.52,146.84,148.18,388616
2023/12/1,148.18,148.34,146.66,146.75,402257
2023/12/4,146.66,147.45,146.23,147.2,404316
2023/12/5,147.2,147.39,146.56,147.14,383083
2023/12/6,147.14,147.5,146.89,147.31,296760
2023/12/7,147.31,147.31,141.6,144.09,581180
2023/12/8,144.09,145.21,142.49,144.96,697562
2023/12/11,144.88,146.59,144.81,146.14,416279
2023/12/12,146.14,146.17,144.72,145.45,419551
2023/12/13,145.45,145.99,142.63,142.88,513889
2023/12/14,142.88,142.92,140.95,141.83,754136
2023/12/15,141.83,142.47,141.43,142.13,539649
2023/12/18,142.04,143.16,142.03,142.76,339500
2023/12/19,142.76,144.95,142.25,143.83,491299
2023/12/20,143.83,144.1,143.26,143.56,406400
2023/12/21,143.56,143.57,142.04,142.11,425201
2023/12/22,142.11,142.66,141.86,142.39,379717
2023/12/25,142.39,142.45,142.26,142.27,31
2023/12/26,142.27,142.63,142.19,142.39,123499
2023/12/27,142.39,142.84,141.54,141.81,240107
2023/12/28,141.81,141.82,140.25,141.37,346262
2023/12/29,141.37,141.91,140.79,140.98,297049
2024/1/2,140.98,142.21,140.98,141.98,270278
